date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:36	1993/1993	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/download.svg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/download.svg	(from https://ledger-en.web.app/app/)
16:16:36	9995/9995	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/brd.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/brd.jpg	(from https://ledger-en.web.app/app/)
16:16:36	5612/5612	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jul%202024%2021:16:00%20GMT	https://dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	C:/My%20Web%20Sites/Jago's/dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	(from https://ledger-en.web.app/app/)
16:16:40	73767/73767	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/saitama.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/saitama.png	(from https://ledger-en.web.app/app/)
16:18:25	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:24%20GMT	https://ledger-en.web.app/app/images/logo/lg//1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.15.delayed	(from https://ledger-en.web.app/app/)
16:18:26	20471/20471	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.png	(from https://ledger-en.web.app/app/)
16:18:27	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:26%20GMT	https://ledger-en.web.app/app/images/logo/lg//4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.17.delayed	(from https://ledger-en.web.app/app/)
16:18:27	6633/6633	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpg	(from https://ledger-en.web.app/app/)
16:18:27	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:27%20GMT	https://ledger-en.web.app/app/images/logo/lg//cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	(from https://ledger-en.web.app/app/)
16:18:28	4799/4799	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	(from https://ledger-en.web.app/app/)
16:18:28	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:27%20GMT	https://ledger-en.web.app/app/images/logo/lg//c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	(from https://ledger-en.web.app/app/)
16:18:28	35157/35157	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	(from https://ledger-en.web.app/app/)
16:18:29	59758/59758	---M--	200	added ('OK')	image/png	etag:%2239a2af266cb6e3c87524741a2d67e4fd%22	https://user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	C:/My%20Web%20Sites/Jago's/user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	(from https://ledger-en.web.app/app/)
16:18:29	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:29%20GMT	https://ledger-en.web.app/app/images/logo/lg//f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	(from https://ledger-en.web.app/app/)
16:18:30	10892/10892	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	(from https://ledger-en.web.app/app/)
16:18:30	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:29%20GMT	https://ledger-en.web.app/app/images/logo/lg//0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	(from https://ledger-en.web.app/app/)
16:18:30	3954/3954	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	(from https://ledger-en.web.app/app/)
16:18:31	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:30%20GMT	https://ledger-en.web.app/app/images/logo/lg//9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	(from https://ledger-en.web.app/app/)
16:18:31	7423/7423	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	(from https://ledger-en.web.app/app/)
16:18:31	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:30%20GMT	https://ledger-en.web.app/app/images/logo/lg//dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	(from https://ledger-en.web.app/app/)
16:18:32	7828/7828	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	(from https://ledger-en.web.app/app/)
16:18:32	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:31%20GMT	https://ledger-en.web.app/app/images/logo/lg//20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	(from https://ledger-en.web.app/app/)
16:18:32	4015/4015	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	(from https://ledger-en.web.app/app/)
16:18:43	222338/222338	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Nov%202020%2016:03:33%20GMT	https://cryptologos.cc/logos/aave-aave-logo.png?v=022	C:/My%20Web%20Sites/Jago's/cryptologos.cc/logos/aave-aave-logo992f.png	(from https://ledger-en.web.app/app/)
16:18:56	4246/4246	---M--	200	added ('OK')	image/png	etag:%226513d9c3-1096%22	https://bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	C:/My%20Web%20Sites/Jago's/bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	(from https://ledger-en.web.app/app/)
16:18:57	16856/16856	---M--	200	added ('OK')	image/png	etag:%22c1c6b21a6061696e993d660742ba82fa%22	https://cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	C:/My%20Web%20Sites/Jago's/cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	(from https://ledger-en.web.app/app/)
16:18:58	5563/5563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2020:49:31%20GMT	https://pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	C:/My%20Web%20Sites/Jago's/pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	(from https://ledger-en.web.app/app/)
16:18:59	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:18:58%20GMT	https://ledger-en.web.app/app/images/logo/lg//7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.2d.delayed	(from https://ledger-en.web.app/app/)
16:19:00	13353/13353	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	(from https://ledger-en.web.app/app/)
16:19:00	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:00%20GMT	https://ledger-en.web.app/app/images/logo/lg//ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.2f.delayed	(from https://ledger-en.web.app/app/)
16:19:01	9881/9881	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.jpg	(from https://ledger-en.web.app/app/)
16:19:01	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:00%20GMT	https://ledger-en.web.app/app/images/logo/lg//83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	(from https://ledger-en.web.app/app/)
16:19:01	7225/7225	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	(from https://ledger-en.web.app/app/)
16:19:02	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:01%20GMT	https://ledger-en.web.app/app/images/logo/lg//71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	(from https://ledger-en.web.app/app/)
16:19:03	12604/12604	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	(from https://ledger-en.web.app/app/)
16:19:04	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2026%20Jul%202024%2015:19:03%20GMT	https://s2-recruiting.cdn.greenhouse.io/external_greenhouse_job_boards/logos/400/430/600/original/5DxVDK36_400x40053c2.png?1621318069	C:/My%20Web%20Sites/Jago's/s2-recruiting.cdn.greenhouse.io/external_greenhouse_job_boards/logos/400/430/600/original/5DxVDK36_400x40053c2.3553c2.delayed	(from https://ledger-en.web.app/app/)
16:19:04	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:03%20GMT	https://ledger-en.web.app/app/images/logo/lg//efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	(from https://ledger-en.web.app/app/)
16:19:04	14809/14809	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	(from https://ledger-en.web.app/app/)
16:19:04	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:04%20GMT	https://ledger-en.web.app/app/images/logo/lg//61f6e716826ae8455ad16abc5ec31e4fd5d6d2675f0ce2dee3336335431f720e.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/61f6e716826ae8455ad16abc5ec31e4fd5d6d2675f0ce2dee3336335431f720e.jpeg	(from https://ledger-en.web.app/app/)
16:19:05	56/56	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/61f6e716826ae8455ad16abc5ec31e4fd5d6d2675f0ce2dee3336335431f720e.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/61f6e716826ae8455ad16abc5ec31e4fd5d6d2675f0ce2dee3336335431f720e.jpg	(from https://ledger-en.web.app/app/)
16:19:05	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:04%20GMT	https://ledger-en.web.app/app/images/logo/lg//6bb4596640ce9f8c02fbaa83e3685425455a0917d025608b4abc53bfe55887c6.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6bb4596640ce9f8c02fbaa83e3685425455a0917d025608b4abc53bfe55887c6.jpg	(from https://ledger-en.web.app/app/)
16:19:05	13502/13502	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/6bb4596640ce9f8c02fbaa83e3685425455a0917d025608b4abc53bfe55887c6.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6bb4596640ce9f8c02fbaa83e3685425455a0917d025608b4abc53bfe55887c6.jpg	(from https://ledger-en.web.app/app/)
16:19:06	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:05%20GMT	https://ledger-en.web.app/app/images/logo/lg//185850e869e40f4e6c59b5b3f60b7e63a72e88b09e2a43a40b1fd0f237e49e9a.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/185850e869e40f4e6c59b5b3f60b7e63a72e88b09e2a43a40b1fd0f237e49e9a.jpg	(from https://ledger-en.web.app/app/)
16:19:06	12526/12526	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/185850e869e40f4e6c59b5b3f60b7e63a72e88b09e2a43a40b1fd0f237e49e9a.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/185850e869e40f4e6c59b5b3f60b7e63a72e88b09e2a43a40b1fd0f237e49e9a.jpg	(from https://ledger-en.web.app/app/)
16:19:06	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:06%20GMT	https://ledger-en.web.app/app/images/logo/lg//b021913ba555948a1c81eb3d89b372be46f8354e926679de648e4fa2938bed3e.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b021913ba555948a1c81eb3d89b372be46f8354e926679de648e4fa2938bed3e.jpg	(from https://ledger-en.web.app/app/)
16:19:07	11654/11654	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/b021913ba555948a1c81eb3d89b372be46f8354e926679de648e4fa2938bed3e.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b021913ba555948a1c81eb3d89b372be46f8354e926679de648e4fa2938bed3e.jpg	(from https://ledger-en.web.app/app/)
16:19:08	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:07%20GMT	https://ledger-en.web.app/app/images/logo/lg//beea4e71c2ffbb48b59b21e33fb0049ef6522585aa9c8a33a97d3e1c81f16693.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/beea4e71c2ffbb48b59b21e33fb0049ef6522585aa9c8a33a97d3e1c81f16693.jpg	(from https://ledger-en.web.app/app/)
16:19:08	103975/103975	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2022:18:13%20GMT	https://cryptologos.cc/logos/tron-trx-logo.png	C:/My%20Web%20Sites/Jago's/cryptologos.cc/logos/tron-trx-logo.png	(from https://ledger-en.web.app/app/)
16:19:08	5366/5366	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/beea4e71c2ffbb48b59b21e33fb0049ef6522585aa9c8a33a97d3e1c81f16693.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/beea4e71c2ffbb48b59b21e33fb0049ef6522585aa9c8a33a97d3e1c81f16693.jpg	(from https://ledger-en.web.app/app/)
16:19:08	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:08%20GMT	https://ledger-en.web.app/app/images/logo/lg//138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpg	(from https://ledger-en.web.app/app/)
16:19:08	9922/9922	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpg	(from https://ledger-en.web.app/app/)
16:19:09	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:08%20GMT	https://ledger-en.web.app/app/images/logo/lg//468b4ab3582757233017ec10735863489104515ab160c053074905a1eecb7e63.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/468b4ab3582757233017ec10735863489104515ab160c053074905a1eecb7e63.jpg	(from https://ledger-en.web.app/app/)
16:19:09	8114/8114	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/468b4ab3582757233017ec10735863489104515ab160c053074905a1eecb7e63.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/468b4ab3582757233017ec10735863489104515ab160c053074905a1eecb7e63.jpg	(from https://ledger-en.web.app/app/)
16:19:33	149192/149192	---M--	200	added ('OK')	image/png	etag:%2232768fd536544331a3df7e7c453c3e9a%22	https://bittrust.s3.amazonaws.com/1433894569.png	C:/My%20Web%20Sites/Jago's/bittrust.s3.amazonaws.com/1433894569.png	(from https://ledger-en.web.app/app/)
16:19:34	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:19:33%20GMT	https://ledger-en.web.app/app/images/logo/lg//6ec1ffc9627c3b9f87676da3f7b5796828a6c016d3253e51e771e6f951cb5702.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6ec1ffc9627c3b9f87676da3f7b5796828a6c016d3253e51e771e6f951cb5702.49.delayed	(from https://ledger-en.web.app/app/)
16:19:35	12007/12007	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/6ec1ffc9627c3b9f87676da3f7b5796828a6c016d3253e51e771e6f951cb5702.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6ec1ffc9627c3b9f87676da3f7b5796828a6c016d3253e51e771e6f951cb5702.jpg	(from https://ledger-en.web.app/app/)
